Method name: Method 1,,,,,,,,,,,,,,,,,,,,,,,apo,,,,phos,,,,S385E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Application: SparkControl,,,,V2.3,,,,,,,,,,,,,,,,,,,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,salt + glycerol,salt + no glycerol,no salt + no glycerol,no salt + glycerol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Device: Spark,,,,Serial number: 1811000353,,,,,,,,,,,,,,,,,,,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware:,,,,LUM:V5.2.3|ABS:V4.3.2|ABS_MEX:V5.0.7|CELL:V4.1.4|MTP:V13.1.5|FLUOR:V5.1.3|FLUOR_FP:V5.0.2|FLUOR_BOTTOM:V5.0.2|FLUOR_MEM:V5.0.7|FLUOR_MEX:V5.0.7|GCM:V3.0.2|INJ:V3.1.1,,,,,,,,,,,,,,,,,,,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,26.5,0.1779,992076,0.1693,998921,,,0.1291,1005777,,,,,,,,,0.1607,992374,0.1714,998624,0.1551,999231,0.1213,1005480,,,,,,,,,0.2447,992671,0.2373,998327,0.2335,999528,0.1225,1005183,,,,,,,,,0.2166,992968,0.2171,998030,0.2081,999825,0.1251,1004886,,,,,,,,,0.1579,993265,0.1564,997732,0.1524,1000122,0.1254,1004589,,,,,,,,,0.1817,993562,0.1791,997435,0.1689,1000419,0.1149,1004292,,,,,,,,,0.2133,993859,0.2316,997138,0.2114,1000716,0.1244,1003995,,,,,,,,,0.1751,994156,0.1799,996841,0.1823,1001013,0.109,1003698,,,,,,,,,0.1331,994453,0.1259,996544,0.1181,1001310,0.1231,1003401,,,,,,,,,0.1509,994750,0.1478,996247,0.1389,1001607,0.1136,1003104,,,,,,,,,0.161,995047,0.1575,995950,0.1583,1001904,0.1139,1002807,,,,,,,,,0.2024,995345,0.1855,995653,0.1846,1002201,0.1099,1002509,,,,,,,,
48,26.5,0.1782,1013685,0.1697,1020518,,,0.129,1027337,,,,,,,,,0.1606,1013980,0.1718,1020221,0.1551,1020827,0.1215,1027041,,,,,,,,,0.2427,1014277,0.2358,1019924,0.2355,1021124,0.1227,1026746,,,,,,,,,0.2197,1014574,0.2148,1019627,0.2071,1021419,0.1249,1026451,,,,,,,,,0.158,1014869,0.1565,1019330,0.1528,1021716,0.1254,1026156,,,,,,,,,0.1811,1015166,0.1798,1019035,0.1688,1022011,0.1149,1025861,,,,,,,,,0.2123,1015463,0.229,1018740,0.2147,1022306,0.1246,1025566,,,,,,,,,0.1776,1015760,0.1802,1018443,0.1897,1022603,0.109,1025271,,,,,,,,,0.1331,1016057,0.1258,1018146,0.1182,1022898,0.1231,1024976,,,,,,,,,0.1511,1016352,0.1484,1017849,0.1386,1023193,0.1137,1024681,,,,,,,,,0.1611,1016649,0.1577,1017552,0.1582,1023488,0.1139,1024386,,,,,,,,,0.2016,1016946,0.1877,1017255,0.1809,1023783,0.11,1024089,,,,,,,,
49,26.6,0.1785,1035233,0.1696,1042031,,,0.129,1048844,,,,,,,,,0.1609,1035528,0.172,1041736,0.1552,1042338,0.1214,1048549,,,,,,,,,0.2426,1035823,0.237,1041441,0.2376,1042635,0.1227,1048254,,,,,,,,,0.2162,1036118,0.2165,1041146,0.2086,1042930,0.1251,1047959,,,,,,,,,0.1583,1036413,0.1566,1040851,0.1529,1043227,0.1253,1047664,,,,,,,,,0.1808,1036709,0.1792,1040556,0.169,1043522,0.1152,1047369,,,,,,,,,0.2146,1037005,0.2274,1040261,0.2168,1043817,0.1245,1047074,,,,,,,,,0.1736,1037300,0.1787,1039966,0.1808,1044112,0.1088,1046779,,,,,,,,,0.1332,1037595,0.1259,1039671,0.1182,1044407,0.1229,1046484,,,,,,,,,0.151,1037890,0.1514,1039376,0.1389,1044702,0.114,1046189,,,,,,,,,0.161,1038185,0.158,1039081,0.1583,1044997,0.114,1045894,,,,,,,,,0.2006,1038480,0.1894,1038786,0.1842,1045292,0.1165,1045598,,,,,,,,
50,26.5,0.1786,1056748,0.1698,1063589,,,0.129,1070441,,,,,,,,,0.1608,1057045,0.1721,1063292,0.1554,1063899,0.1215,1070144,,,,,,,,,0.2422,1057342,0.2375,1062995,0.2331,1064195,0.1227,1069847,,,,,,,,,0.2157,1057639,0.2144,1062698,0.2106,1064492,0.1251,1069550,,,,,,,,,0.1583,1057936,0.1567,1062401,0.1529,1064789,0.125,1069253,,,,,,,,,0.1805,1058233,0.179,1062104,0.1691,1065086,0.1149,1068956,,,,,,,,,0.2143,1058530,0.2297,1061807,0.2116,1065384,0.1246,1068659,,,,,,,,,0.1743,1058827,0.1798,1061510,0.183,1065680,0.1088,1068362,,,,,,,,,0.1333,1059124,0.1259,1061213,0.1184,1065977,0.1229,1068065,,,,,,,,,0.1512,1059421,0.1497,1060916,0.1391,1066274,0.1137,1067768,,,,,,,,,0.1614,1059718,0.1579,1060619,0.1593,1066570,0.1139,1067471,,,,,,,,,0.2021,1060015,0.1885,1060322,0.183,1066867,0.1102,1067174,,,,,,,,
51,26.3,0.1787,1078352,0.1699,1085172,,,0.129,1092003,,,,,,,,,0.1611,1078649,0.1719,1084876,0.1559,1085480,0.1215,1091707,,,,,,,,,0.2436,1078945,0.2365,1084579,0.236,1085777,0.123,1091411,,,,,,,,,0.2173,1079241,0.214,1084283,0.2073,1086073,0.1251,1091115,,,,,,,,,0.1587,1079537,0.1568,1083987,0.1528,1086369,0.1251,1090819,,,,,,,,,0.1804,1079833,0.1793,1083691,0.1689,1086665,0.115,1090523,,,,,,,,,0.2127,1080129,0.2275,1083395,0.2113,1086961,0.1246,1090227,,,,,,,,,0.1756,1080425,0.1791,1083099,0.1811,1087257,0.1088,1089931,,,,,,,,,0.1334,1080721,0.1264,1082803,0.1185,1087553,0.1228,1089635,,,,,,,,,0.1513,1081017,0.1492,1082507,0.1392,1087849,0.1138,1089339,,,,,,,,,0.1622,1081313,0.1583,1082211,0.1594,1088145,0.114,1089043,,,,,,,,,0.2015,1081609,0.1881,1081915,0.1824,1088441,0.11,1088747,,,,,,,,
52,26.1,0.1788,1099907,0.1702,1106727,,,0.1291,1113559,,,,,,,,,0.1613,1100204,0.1722,1106431,0.1555,1107035,0.1214,1113262,,,,,,,,,0.2417,1100500,0.2359,1106135,0.2331,1107331,0.1226,1112966,,,,,,,,,0.2186,1100796,0.2151,1105839,0.2075,1107627,0.1251,1112670,,,,,,,,,0.1587,1101092,0.157,1105543,0.1526,1107923,0.1249,1112374,,,,,,,,,0.1804,1101388,0.1792,1105247,0.169,1108219,0.115,1112078,,,,,,,,,0.2118,1101684,0.23,1104951,0.2158,1108515,0.1245,1111782,,,,,,,,,0.1739,1101980,0.1784,1104655,0.1828,1108811,0.1086,1111486,,,,,,,,,0.1333,1102276,0.1262,1104359,0.1185,1109107,0.1229,1111190,,,,,,,,,0.1513,1102572,0.1484,1104063,0.1391,1109403,0.1138,1110894,,,,,,,,,0.1616,1102868,0.1589,1103766,0.1594,1109699,0.1139,1110598,,,,,,,,,0.2015,1103164,0.1871,1103469,0.184,1109995,0.1099,1110301,,,,,,,,
53,26,0.1793,1121476,0.1704,1128295,,,0.1291,1135129,,,,,,,,,0.1615,1121772,0.1723,1127999,0.1558,1128602,0.1215,1134833,,,,,,,,,0.2438,1122068,0.2351,1127703,0.2327,1128899,0.1226,1134537,,,,,,,,,0.2203,1122364,0.2146,1127407,0.2055,1129195,0.1251,1134241,,,,,,,,,0.1587,1122660,0.157,1127111,0.1529,1129491,0.1248,1133944,,,,,,,,,0.18,1122956,0.1791,1126815,0.169,1129787,0.115,1133648,,,,,,,,,0.2111,1123253,0.2273,1126519,0.2118,1130083,0.1245,1133352,,,,,,,,,0.1742,1123549,0.1768,1126223,0.1826,1130379,0.1085,1133056,,,,,,,,,0.1333,1123845,0.1262,1125927,0.1187,1130675,0.1227,1132760,,,,,,,,,0.1512,1124141,0.1484,1125631,0.1393,1130971,0.1139,1132463,,,,,,,,,0.1623,1124437,0.1586,1125335,0.1597,1131267,0.114,1132167,,,,,,,,,0.2012,1124733,0.185,1125039,0.184,1131563,0.1101,1131870,,,,,,,,
54,26.2,0.1794,1143040,0.1703,1149860,,,0.1291,1156691,,,,,,,,,0.1613,1143337,0.1724,1149564,0.1559,1150166,0.1215,1156395,,,,,,,,,0.2422,1143633,0.2402,1149268,0.2349,1150463,0.1226,1156099,,,,,,,,,0.2174,1143929,0.2157,1148972,0.207,1150759,0.1251,1155803,,,,,,,,,0.1588,1144225,0.1569,1148676,0.1528,1151055,0.1248,1155507,,,,,,,,,0.18,1144521,0.1791,1148380,0.1691,1151351,0.1149,1155211,,,,,,,,,0.2141,1144817,0.2238,1148084,0.2141,1151647,0.1244,1154915,,,,,,,,,0.1749,1145113,0.1794,1147788,0.1822,1151944,0.1084,1154619,,,,,,,,,0.1333,1145409,0.1263,1147492,0.1187,1152240,0.1226,1154323,,,,,,,,,0.1514,1145705,0.1481,1147196,0.1391,1152536,0.1138,1154027,,,,,,,,,0.1625,1146001,0.1588,1146900,0.1595,1152832,0.114,1153731,,,,,,,,,0.2025,1146297,0.1884,1146604,0.1828,1153128,0.1105,1153434,,,,,,,,
55,26.3,0.1793,1164602,0.1707,1171423,,,0.129,1178250,,,,,,,,,0.1615,1164898,0.1726,1171126,0.1561,1171730,0.1215,1177953,,,,,,,,,0.2425,1165194,0.2382,1170830,0.2342,1172027,0.1226,1177656,,,,,,,,,0.2162,1165490,0.2138,1170534,0.2059,1172323,0.1251,1177361,,,,,,,,,0.159,1165786,0.1572,1170238,0.1531,1172619,0.1246,1177066,,,,,,,,,0.1802,1166082,0.1788,1169942,0.1687,1172915,0.115,1176771,,,,,,,,,0.21,1166378,0.2278,1169646,0.212,1173211,0.1247,1176474,,,,,,,,,0.1747,1166674,0.1798,1169350,0.1822,1173507,0.1083,1176179,,,,,,,,,0.1335,1166970,0.1264,1169054,0.1188,1173803,0.1225,1175884,,,,,,,,,0.1514,1167266,0.148,1168758,0.1395,1174099,0.1139,1175589,,,,,,,,,0.1627,1167562,0.1592,1168461,0.16,1174395,0.1141,1175294,,,,,,,,,0.2019,1167858,0.1865,1168164,0.1842,1174691,0.1101,1174997,,,,,,,,
56,26.4,0.1795,1186157,0.1707,1192997,,,0.1291,1199841,,,,,,,,,0.1615,1186455,0.1727,1192701,0.156,1193305,0.1216,1199545,,,,,,,,,0.2384,1186752,0.2391,1192404,0.2331,1193601,0.1229,1199249,,,,,,,,,0.2215,1187049,0.2159,1192107,0.2083,1193897,0.1251,1198952,,,,,,,,,0.1589,1187346,0.1572,1191810,0.1528,1194194,0.125,1198655,,,,,,,,,0.18,1187643,0.1791,1191513,0.1689,1194490,0.115,1198359,,,,,,,,,0.2039,1187940,0.2297,1191216,0.2117,1194786,0.1252,1198063,,,,,,,,,0.1754,1188237,0.1793,1190919,0.1816,1195083,0.1083,1197767,,,,,,,,,0.1337,1188534,0.1265,1190622,0.1187,1195380,0.1223,1197470,,,,,,,,,0.1514,1188830,0.152,1190325,0.1394,1195677,0.114,1197173,,,,,,,,,0.1629,1189127,0.1592,1190028,0.1602,1195973,0.1139,1196876,,,,,,,,,0.1986,1189424,0.1853,1189731,0.1822,1196270,0.11,1196578,,,,,,,,
57,26.4,0.1797,1207755,0.1708,1214608,,,0.1297,1221468,,,,,,,,,0.1616,1208053,0.1727,1214311,0.1561,1214918,0.1216,1221171,,,,,,,,,0.2403,1208350,0.2376,1214014,0.233,1215216,0.1227,1220874,,,,,,,,,0.2168,1208647,0.2152,1213717,0.2077,1215513,0.1252,1220577,,,,,,,,,0.159,1208945,0.1574,1213419,0.1531,1215810,0.1244,1220279,,,,,,,,,0.1801,1209242,0.1792,1213122,0.1689,1216107,0.1152,1219982,,,,,,,,,0.2102,1209539,0.2224,1212825,0.2143,1216404,0.126,1219685,,,,,,,,,0.1758,1209837,0.1796,1212528,0.1809,1216701,0.1084,1219388,,,,,,,,,0.1337,1210134,0.1266,1212231,0.119,1216998,0.1224,1219090,,,,,,,,,0.1516,1210431,0.1482,1211933,0.1395,1217295,0.1137,1218793,,,,,,,,,0.1632,1210728,0.1595,1211636,0.1604,1217592,0.1139,1218496,,,,,,,,,0.2008,1211030,0.1843,1211338,0.1832,1217890,0.11,1218198,,,,,,,,
58,26.2,0.18,1229393,0.1709,1236236,,,0.1291,1243092,,,,,,,,,0.1621,1229691,0.1728,1235939,0.1563,1236544,0.1218,1242795,,,,,,,,,0.2396,1229988,0.2333,1235642,0.2361,1236842,0.1227,1242498,,,,,,,,,0.2168,1230285,0.2137,1235345,0.2071,1237139,0.1251,1242201,,,,,,,,,0.1592,1230582,0.1575,1235048,0.1528,1237437,0.1244,1241904,,,,,,,,,0.1804,1230879,0.1788,1234751,0.1688,1237734,0.115,1241607,,,,,,,,,0.2085,1231176,0.2293,1234454,0.212,1238031,0.127,1241310,,,,,,,,,0.1743,1231473,0.1783,1234157,0.1972,1238328,0.1081,1241013,,,,,,,,,0.1337,1231770,0.1266,1233860,0.119,1238626,0.1222,1240716,,,,,,,,,0.1513,1232067,0.149,1233563,0.1394,1238923,0.1139,1240419,,,,,,,,,0.163,1232364,0.1598,1233266,0.1602,1239220,0.114,1240122,,,,,,,,,0.1987,1232661,0.1834,1232969,0.1835,1239517,0.11,1239825,,,,,,,,
59,26.2,0.1803,1251002,0.1712,1257843,,,0.1292,1264689,,,,,,,,,0.1619,1251299,0.1727,1257545,0.1564,1258150,0.1216,1264392,,,,,,,,,0.2429,1251596,0.2382,1257248,0.2345,1258445,0.1226,1264095,,,,,,,,,0.216,1251893,0.2143,1256952,0.2064,1258742,0.1251,1263798,,,,,,,,,0.1592,1252190,0.1576,1256655,0.1531,1259039,0.1243,1263501,,,,,,,,,0.1799,1252487,0.1786,1256360,0.1686,1259336,0.1153,1263204,,,,,,,,,0.2087,1252784,0.2279,1256063,0.2146,1259633,0.1276,1262907,,,,,,,,,0.1768,1253081,0.1791,1255766,0.1835,1259930,0.1083,1262610,,,,,,,,,0.1337,1253378,0.1267,1255469,0.1192,1260227,0.1223,1262313,,,,,,,,,0.1514,1253675,0.1512,1255172,0.1395,1260524,0.1138,1262016,,,,,,,,,0.163,1253972,0.16,1254875,0.1609,1260821,0.1141,1261719,,,,,,,,,0.2009,1254269,0.1866,1254577,0.182,1261116,0.1102,1261424,,,,,,,,
60,26.3,0.1803,1272604,0.1713,1279404,,,0.1291,1286215,,,,,,,,,0.1619,1272902,0.1728,1279109,0.1564,1279711,0.1216,1285919,,,,,,,,,0.2413,1273197,0.2385,1278814,0.2337,1280009,0.1227,1285624,,,,,,,,,0.2204,1273492,0.2161,1278519,0.2084,1280304,0.1251,1285329,,,,,,,,,0.1593,1273787,0.1574,1278224,0.1529,1280599,0.1242,1285034,,,,,,,,,0.1802,1274082,0.1789,1277929,0.1687,1280894,0.1151,1284739,,,,,,,,,0.2106,1274377,0.2257,1277634,0.2102,1281189,0.1275,1284444,,,,,,,,,0.1735,1274672,0.179,1277339,0.1827,1281484,0.1082,1284149,,,,,,,,,0.1339,1274967,0.1268,1277044,0.1189,1281779,0.1222,1283854,,,,,,,,,0.1514,1275262,0.1482,1276748,0.1398,1282074,0.1139,1283559,,,,,,,,,0.1632,1275557,0.16,1276453,0.1608,1282369,0.114,1283264,,,,,,,,,0.1997,1275852,0.1868,1276158,0.1835,1282664,0.1101,1282969,,,,,,,,
61,26.3,0.1805,1294114,0.1715,1300934,,,0.1291,1307787,,,,,,,,,0.1618,1294412,0.1728,1300637,0.1565,1301243,0.1216,1307490,,,,,,,,,0.2397,1294709,0.2374,1300340,0.2334,1301540,0.1233,1307193,,,,,,,,,0.2178,1295004,0.213,1300043,0.2096,1301837,0.1251,1306896,,,,,,,,,0.1593,1295299,0.1577,1299748,0.1527,1302134,0.1242,1306600,,,,,,,,,0.1796,1295596,0.1785,1299453,0.1685,1302431,0.1153,1306303,,,,,,,,,0.2075,1295891,0.2268,1299156,0.2122,1302728,0.1272,1306006,,,,,,,,,0.1737,1296187,0.1792,1298859,0.1927,1303025,0.1079,1305709,,,,,,,,,0.134,1296482,0.1267,1298564,0.1192,1303322,0.1222,1305411,,,,,,,,,0.1516,1296777,0.1482,1298267,0.1396,1303619,0.1138,1305114,,,,,,,,,0.1633,1297074,0.1601,1297972,0.161,1303916,0.1142,1304817,,,,,,,,,0.2023,1297369,0.1849,1297675,0.1824,1304213,0.1101,1304520,,,,,,,,
62,26.2,0.1805,1315706,0.1716,1322528,,,0.129,1329361,,,,,,,,,0.1619,1316003,0.173,1322232,0.1562,1322837,0.1216,1329065,,,,,,,,,0.2398,1316299,0.2332,1321936,0.2313,1323133,0.1227,1328769,,,,,,,,,0.2187,1316595,0.215,1321640,0.2065,1323429,0.1251,1328473,,,,,,,,,0.1594,1316891,0.1577,1321344,0.1528,1323725,0.1238,1328177,,,,,,,,,0.1794,1317187,0.1783,1321048,0.1686,1324021,0.115,1327881,,,,,,,,,0.2113,1317483,0.2236,1320752,0.2096,1324317,0.1268,1327585,,,,,,,,,0.1725,1317779,0.1796,1320456,0.1809,1324613,0.1078,1327289,,,,,,,,,0.134,1318075,0.1268,1320160,0.1191,1324910,0.1219,1326993,,,,,,,,,0.1513,1318371,0.148,1319864,0.1397,1325206,0.1138,1326697,,,,,,,,,0.1638,1318667,0.1607,1319568,0.1607,1325502,0.1141,1326401,,,,,,,,,0.1991,1318963,0.1857,1319271,0.1803,1325798,0.11,1326105,,,,,,,,
63,26.1,0.1805,1337272,0.1718,1344094,,,0.1293,1350924,,,,,,,,,0.1621,1337569,0.1729,1343797,0.1564,1344402,0.1214,1350628,,,,,,,,,0.2412,1337865,0.2371,1343501,0.2342,1344698,0.1228,1350332,,,,,,,,,0.2218,1338161,0.2135,1343205,0.2047,1344994,0.1251,1350036,,,,,,,,,0.1594,1338457,0.1575,1342909,0.1528,1345290,0.1239,1349740,,,,,,,,,0.1794,1338753,0.1783,1342613,0.1686,1345586,0.115,1349444,,,,,,,,,0.2048,1339049,0.222,1342317,0.2033,1345882,0.1265,1349148,,,,,,,,,0.1745,1339345,0.1802,1342021,0.189,1346178,0.1078,1348852,,,,,,,,,0.134,1339641,0.1268,1341725,0.1192,1346474,0.1221,1348556,,,,,,,,,0.1512,1339937,0.1481,1341429,0.1399,1346770,0.1138,1348260,,,,,,,,,0.1634,1340233,0.1605,1341133,0.1609,1347066,0.1141,1347964,,,,,,,,,0.1973,1340529,0.1857,1340836,0.181,1347362,0.1101,1347668,,,,,,,,
64,26.2,0.1805,1358820,0.1717,1365641,,,0.1291,1372473,,,,,,,,,0.1622,1359117,0.1728,1365345,0.1562,1365949,0.1216,1372177,,,,,,,,,0.2427,1359413,0.2375,1365049,0.2347,1366246,0.1227,1371881,,,,,,,,,0.2194,1359709,0.2154,1364753,0.2046,1366542,0.1251,1371585,,,,,,,,,0.1596,1360005,0.1576,1364457,0.1527,1366838,0.1239,1371289,,,,,,,,,0.1795,1360301,0.178,1364161,0.1681,1367134,0.1149,1370993,,,,,,,,,0.2065,1360597,0.2217,1363865,0.2112,1367430,0.1263,1370697,,,,,,,,,0.1719,1360893,0.1779,1363569,0.1784,1367726,0.1078,1370401,,,,,,,,,0.1342,1361189,0.1274,1363273,0.1193,1368022,0.1219,1370105,,,,,,,,,0.1515,1361485,0.1485,1362976,0.1398,1368318,0.1138,1369809,,,,,,,,,0.1641,1361781,0.1603,1362680,0.1609,1368614,0.114,1369513,,,,,,,,,0.2002,1362077,0.1826,1362383,0.1799,1368910,0.1102,1369217,,,,,,,,
65,26.4,0.1806,1380379,0.1719,1387203,,,0.129,1394035,,,,,,,,,0.1623,1380676,0.1729,1386907,0.1565,1387511,0.1215,1393739,,,,,,,,,0.2406,1380972,0.2388,1386611,0.2344,1387807,0.1227,1393443,,,,,,,,,0.2155,1381268,0.2127,1386315,0.2069,1388103,0.1251,1393147,,,,,,,,,0.1594,1381564,0.1577,1386019,0.1528,1388399,0.1238,1392851,,,,,,,,,0.1793,1381860,0.1785,1385723,0.1684,1388695,0.1151,1392555,,,,,,,,,0.2062,1382156,0.2252,1385427,0.2061,1388991,0.1263,1392259,,,,,,,,,0.1743,1382452,0.178,1385131,0.194,1389287,0.1077,1391962,,,,,,,,,0.1341,1382749,0.1273,1384835,0.1193,1389583,0.122,1391666,,,,,,,,,0.1516,1383048,0.1482,1384539,0.1399,1389879,0.1138,1391370,,,,,,,,,0.1633,1383344,0.1603,1384243,0.1613,1390175,0.114,1391074,,,,,,,,,0.1991,1383640,0.1868,1383947,0.1828,1390471,0.11,1390778,,,,,,,,
66,26.5,0.1804,1401952,0.1723,1408772,,,0.1292,1415607,,,,,,,,,0.1624,1402248,0.1732,1408476,0.1571,1409080,0.1218,1415311,,,,,,,,,0.2397,1402544,0.236,1408180,0.2347,1409377,0.1228,1415015,,,,,,,,,0.2214,1402840,0.2128,1407884,0.2077,1409673,0.1252,1414719,,,,,,,,,0.1596,1403136,0.1577,1407588,0.1525,1409970,0.1281,1414423,,,,,,,,,0.179,1403432,0.1781,1407292,0.1682,1410266,0.115,1414127,,,,,,,,,0.2059,1403728,0.2276,1406996,0.2078,1410562,0.1261,1413831,,,,,,,,,0.1732,1404024,0.1792,1406700,0.1826,1410858,0.1076,1413535,,,,,,,,,0.134,1404320,0.127,1406404,0.1192,1411154,0.1219,1413238,,,,,,,,,0.1514,1404616,0.1484,1406108,0.1397,1411451,0.1137,1412942,,,,,,,,,0.1636,1404912,0.1607,1405812,0.1616,1411747,0.114,1412646,,,,,,,,,0.1994,1405208,0.1832,1405515,0.1824,1412043,0.1101,1412349,,,,,,,,
67,26.4,0.1808,1423506,0.1723,1430347,,,0.1292,1437196,,,,,,,,,0.1621,1423803,0.1728,1430050,0.1565,1430655,0.1217,1436899,,,,,,,,,0.2412,1424100,0.2358,1429753,0.2313,1430952,0.1233,1436603,,,,,,,,,0.2203,1424397,0.2134,1429456,0.2064,1431249,0.1252,1436307,,,,,,,,,0.1598,1424694,0.1579,1429159,0.1527,1431546,0.1236,1436010,,,,,,,,,0.1792,1424991,0.1777,1428862,0.168,1431842,0.1151,1435714,,,,,,,,,0.2037,1425288,0.2227,1428565,0.2111,1432139,0.126,1435417,,,,,,,,,0.1744,1425585,0.178,1428268,0.183,1432436,0.1076,1435120,,,,,,,,,0.1344,1425882,0.127,1427971,0.1194,1432733,0.1219,1434823,,,,,,,,,0.1516,1426179,0.1481,1427674,0.1397,1433030,0.1138,1434526,,,,,,,,,0.1641,1426476,0.1602,1427377,0.161,1433327,0.1141,1434229,,,,,,,,,0.1998,1426773,0.1838,1427080,0.1787,1433624,0.1102,1433931,,,,,,,,
68,26.3,0.181,1445114,0.1721,1451943,,,0.1291,1458780,,,,,,,,,0.162,1445411,0.1729,1451647,0.1564,1452252,0.1216,1458484,,,,,,,,,0.2365,1445707,0.2337,1451351,0.2336,1452548,0.1227,1458188,,,,,,,,,0.22,1446003,0.2151,1451054,0.2074,1452844,0.1251,1457892,,,,,,,,,0.1593,1446300,0.1578,1450757,0.1527,1453141,0.1233,1457595,,,,,,,,,0.179,1446596,0.1774,1450461,0.1681,1453437,0.1152,1457299,,,,,,,,,0.204,1446892,0.2233,1450165,0.2098,1453733,0.1259,1457003,,,,,,,,,0.1736,1447189,0.1781,1449869,0.1816,1454029,0.1074,1456707,,,,,,,,,0.1342,1447486,0.1279,1449572,0.1194,1454325,0.1218,1456411,,,,,,,,,0.1513,1447782,0.1483,1449276,0.1398,1454621,0.1138,1456115,,,,,,,,,0.1641,1448078,0.1612,1448979,0.1616,1454917,0.114,1455819,,,,,,,,,0.1971,1448375,0.1884,1448682,0.1808,1455214,0.1101,1455522,,,,,,,,
69,26.3,0.1808,1466693,0.1723,1473512,,,0.1289,1480346,,,,,,,,,0.1624,1466989,0.1733,1473216,0.1563,1473821,0.1215,1480050,,,,,,,,,0.2427,1467285,0.2396,1472920,0.2316,1474118,0.1226,1479754,,,,,,,,,0.2155,1467581,0.2149,1472624,0.2101,1474414,0.1251,1479458,,,,,,,,,0.1595,1467877,0.1576,1472328,0.1524,1474710,0.1233,1479162,,,,,,,,,0.1788,1468173,0.1773,1472032,0.1681,1475006,0.115,1478866,,,,,,,,,0.2056,1468469,0.2242,1471736,0.2056,1475302,0.1258,1478570,,,,,,,,,0.1734,1468765,0.1811,1471440,0.1805,1475598,0.1073,1478273,,,,,,,,,0.1342,1469062,0.127,1471144,0.1193,1475894,0.1216,1477977,,,,,,,,,0.1513,1469358,0.1482,1470848,0.1396,1476190,0.1138,1477681,,,,,,,,,0.1637,1469654,0.1602,1470552,0.1613,1476486,0.1139,1477385,,,,,,,,,0.2004,1469950,0.1831,1470256,0.178,1476782,0.1102,1477089,,,,,,,,
70,26.4,0.1813,1488263,0.1723,1495081,,,0.1291,1501912,,,,,,,,,0.1623,1488559,0.1726,1494785,0.1562,1495389,0.1217,1501616,,,,,,,,,0.2408,1488855,0.2371,1494489,0.2362,1495684,0.1228,1501320,,,,,,,,,0.2177,1489151,0.215,1494193,0.2075,1495980,0.1252,1501024,,,,,,,,,0.1595,1489447,0.1581,1493897,0.1526,1496276,0.1234,1500728,,,,,,,,,0.1788,1489743,0.1774,1493601,0.1677,1496572,0.1151,1500432,,,,,,,,,0.2063,1490039,0.2258,1493305,0.2119,1496868,0.1259,1500136,,,,,,,,,0.1733,1490335,0.1775,1493009,0.1819,1497164,0.1073,1499840,,,,,,,,,0.1343,1490631,0.1272,1492713,0.1196,1497460,0.1216,1499544,,,,,,,,,0.1513,1490927,0.1506,1492417,0.14,1497757,0.1138,1499248,,,,,,,,,0.1643,1491223,0.1612,1492121,0.161,1498053,0.1141,1498952,,,,,,,,,0.1997,1491519,0.1834,1491825,0.1805,1498349,0.1102,1498655,,,,,,,,
